f,n,number,center,syahen,sinphi,theta(RADIAN),theta(DEGREE)
250,1.492,292,145.75,289.3839361,0.503656153,0.676547899,38.76333924
250,1.492,293,146.25,289.6360863,0.504943986,0.674743264,38.65994126
250,1.492,294,146.75,289.8888796,0.506228456,0.672945716,38.55694939
250,1.492,295,147.25,290.1423142,0.507509566,0.671155229,38.45436204
250,1.492,296,147.75,290.3963886,0.508787319,0.669371775,38.35217762
250,1.492,297,148.25,290.651101,0.510061718,0.667595325,38.25039454
250,1.492,298,148.75,290.9064497,0.511332767,0.665825852,38.14901122
250,1.492,299,149.25,291.1624332,0.51260047,0.664063329,38.04802607
250,1.492,300,149.75,291.4190497,0.513864829,0.662307727,37.94743752
250,1.492,301,150.25,291.6762975,0.515125848,0.66055902,37.84724398
250,1.492,302,150.75,291.9341749,0.516383531,0.65881718,37.74744389
250,1.492,303,151.25,292.1926804,0.517637881,0.65708218,37.64803568
250,1.492,304,151.75,292.4518123,0.518888903,0.655353991,37.54901777
250,1.492,305,152.25,292.7115688,0.520136599,0.653632587,37.45038861
250,1.492,306,152.75,292.9719483,0.521380975,0.651917942,37.35214664
250,1.492,307,153.25,293.2329492,0.522622033,0.650210026,37.25429029
250,1.492,308,153.75,293.4945698,0.523859777,0.648508814,37.15681802
250,1.492,309,154.25,293.7568084,0.525094213,0.646814278,37.05972827
250,1.492,310,154.75,294.0196635,0.526325342,0.645126392,36.9630195
250,1.492,311,155.25,294.2831332,0.527553171,0.643445128,36.86669016
250,1.492,312,155.75,294.5472161,0.528777702,0.641770459,36.77073872
250,1.492,313,156.25,294.8119104,0.52999894,0.640102359,36.67516363
250,1.492,314,156.75,295.0772145,0.531216889,0.638440801,36.57996337
250,1.492,315,157.25,295.3431267,0.532431554,0.636785758,36.48513641
250,1.492,316,157.75,295.6096455,0.533642939,0.635137204,36.39068122
250,1.492,317,158.25,295.8767691,0.534851048,0.633495112,36.29659628
250,1.492,318,158.75,296.144496,0.536055885,0.631859456,36.20288008
250,1.492,319,159.25,296.4128245,0.537257456,0.630230209,36.10953111
250,1.492,320,159.75,296.6817529,0.538455764,0.628607345,36.01654784
250,1.492,321,160.25,296.9512797,0.539650815,0.626990838,35.92392879
250,1.492,322,160.75,297.2214032,0.540842612,0.625380661,35.83167244
250,1.492,323,161.25,297.4921217,0.542031161,0.623776788,35.73977731
250,1.492,324,161.75,297.7634338,0.543216465,0.622179194,35.64824189
250,1.492,325,162.25,298.0353377,0.544398531,0.620587851,35.55706471
250,1.492,326,162.75,298.3078318,0.545577362,0.619002736,35.46624427
250,1.492,327,163.25,298.5809145,0.546752964,0.617423821,35.3757791
250,1.492,328,163.75,298.8545842,0.547925341,0.61585108,35.28566772
250,1.492,329,164.25,299.1288393,0.549094498,0.614284489,35.19590865
250,1.492,330,164.75,299.4036782,0.550260441,0.612724022,35.10650044
250,1.492,331,165.25,299.6790992,0.551423174,0.611169652,35.01744163
250,1.492,332,165.75,299.9551008,0.552582702,0.609621355,34.92873074
250,1.492,333,166.25,300.2316814,0.55373903,0.608079105,34.84036633
250,1.492,334,166.75,300.5088393,0.554892164,0.606542877,34.75234695
250,1.492,335,167.25,300.786573,0.556042108,0.605012646,34.66467115
250,1.492,336,167.75,301.0648809,0.557188867,0.603488386,34.5773375
250,1.492,337,168.25,301.3437613,0.558332448,0.601970073,34.49034455
250,1.492,338,168.75,301.6232128,0.559472855,0.600457681,34.40369088
250,1.492,339,169.25,301.9032337,0.560610093,0.598951186,34.31737507
250,1.492,340,169.75,302.1838224,0.561744168,0.597450562,34.23139567
250,1.492,341,170.25,302.4649773,0.562875086,0.595955786,34.14575129
250,1.492,342,170.75,302.7466969,0.56400285,0.594466832,34.06044051
250,1.492,343,171.25,303.0289796,0.565127468,0.592983675,33.97546191
250,1.492,344,171.75,303.3118239,0.566248944,0.591506292,33.89081411
250,1.492,345,172.25,303.5952281,0.567367284,0.590034658,33.80649569
250,1.492,346,172.75,303.8791906,0.568482493,0.588568749,33.72250526
250,1.492,347,173.25,304.16371,0.569594578,0.58710854,33.63884143
250,1.492,348,173.75,304.4487847,0.570703543,0.585654006,33.55550283
250,1.492,349,174.25,304.7344131,0.571809394,0.584205125,33.47248806
250,1.492,350,174.75,305.0205936,0.572912137,0.582761873,33.38979576
250,1.492,351,175.25,305.3073247,0.574011777,0.581324224,33.30742455
250,1.492,352,175.75,305.5946048,0.575108321,0.579892155,33.22537307
250,1.492,353,176.25,305.8824325,0.576201773,0.578465643,33.14363996
250,1.492,354,176.75,306.1708061,0.57729214,0.577044664,33.06222385
250,1.492,355,177.25,306.4597241,0.578379428,0.575629195,32.98112341
250,1.492,356,177.75,306.749185,0.579463642,0.574219211,32.90033729
250,1.492,357,178.25,307.0391872,0.580544788,0.572814689,32.81986413
250,1.492,358,178.75,307.3297293,0.581622873,0.571415607,32.73970262
250,1.492,359,179.25,307.6208096,0.582697901,0.57002194,32.6598514
250,1.492,360,179.75,307.9124267,0.583769879,0.568633666,32.58030917
250,1.492,361,180.25,308.204579,0.584838813,0.567250762,32.50107459
250,1.492,362,180.75,308.497265,0.585904708,0.565873204,32.42214635
250,1.492,363,181.25,308.7904832,0.586967571,0.56450097,32.34352314
250,1.492,364,181.75,309.084232,0.588027409,0.563134037,32.26520364
250,1.492,365,182.25,309.3785101,0.589084226,0.561772382,32.18718656
250,1.492,366,182.75,309.6733158,0.590138028,0.560415983,32.1094706
250,1.492,367,183.25,309.9686476,0.591188823,0.559064817,32.03205447
250,1.492,368,183.75,310.2645041,0.592236616,0.557718861,31.95493688
250,1.492,369,184.25,310.5608837,0.593281413,0.556378093,31.87811654
250,1.492,370,184.75,310.857785,0.594323221,0.555042491,31.80159218
250,1.492,371,185.25,311.1552064,0.595362045,0.553712033,31.72536253
250,1.492,372,185.75,311.4531466,0.596397892,0.552386696,31.64942631
250,1.492,373,186.25,311.7516038,0.597430768,0.551066458,31.57378227
250,1.492,374,186.75,312.0505768,0.598460679,0.549751298,31.49842914
250,1.492,375,187.25,312.350064,0.599487631,0.548441193,31.42336568
250,1.492,376,187.75,312.650064,0.600511631,0.547136122,31.34859063
250,1.492,377,188.25,312.9505752,0.601532686,0.545836063,31.27410274
250,1.492,378,188.75,313.2515962,0.6025508,0.544540995,31.19990079
250,1.492,379,189.25,313.5531255,0.603565982,0.543250896,31.12598354
250,1.492,380,189.75,313.8551617,0.604578236,0.541965744,31.05234975
250,1.492,381,190.25,314.1577032,0.60558757,0.540685518,30.97899822
250,1.492,382,190.75,314.4607487,0.606593989,0.539410197,30.9059277
250,1.492,383,191.25,314.7642967,0.607597501,0.538139759,30.833137
250,1.492,384,191.75,315.0683458,0.608598111,0.536874184,30.7606249
250,1.492,385,192.25,315.3728944,0.609595826,0.535613451,30.68839019
250,1.492,386,192.75,315.6779411,0.610590652,0.534357538,30.61643169
250,1.492,387,193.25,315.9834845,0.611582597,0.533106425,30.54474818
250,1.492,388,193.75,316.2895232,0.612571665,0.531860091,30.47333849
250,1.492,389,194.25,316.5960557,0.613557865,0.530618515,30.40220143
250,1.492,390,194.75,316.9030806,0.614541202,0.529381677,30.33133582
250,1.492,391,195.25,317.2105964,0.615521682,0.528149555,30.26074048
250,1.492,392,195.75,317.5186018,0.616499313,0.526922131,30.19041424
250,1.492,393,196.25,317.8270953,0.617474101,0.525699383,30.12035594
250,1.492,394,196.75,318.1360754,0.618446052,0.524481291,30.05056442
250,1.492,395,197.25,318.4455409,0.619415174,0.523267835,29.98103851
250,1.492,396,197.75,318.7554901,0.620381471,0.522058995,29.91177707
250,1.492,397,198.25,319.0659219,0.621344952,0.520854751,29.84277896
250,1.492,398,198.75,319.3768346,0.622305623,0.519655082,29.77404302
250,1.492,399,199.25,319.688227,0.62326349,0.51845997,29.70556813
250,1.492,400,199.75,320.0000977,0.62421856,0.517269394,29.63735316
250,1.492,401,200.25,320.3124451,0.625170839,0.516083335,29.56939696
250,1.492,402,200.75,320.625268,0.626120334,0.514901773,29.50169843
250,1.492,403,201.25,320.938565,0.627067053,0.513724688,29.43425644
250,1.492,404,201.75,321.2523346,0.628011,0.512552061,29.36706988
250,1.492,405,202.25,321.5665755,0.628952184,0.511383873,29.30013765
250,1.492,406,202.75,321.8812863,0.629890611,0.510220105,29.23345863
250,1.492,407,203.25,322.1964657,0.630826287,0.509060737,29.16703174
250,1.492,408,203.75,322.5121122,0.631759219,0.50790575,29.10085587
250,1.492,409,204.25,322.8282244,0.632689414,0.506755125,29.03492994
250,1.492,410,204.75,323.1448011,0.633616878,0.505608844,28.96925285
